mes_registro,periodo_registro,entidad_registro,municipio_registro,ubicacion_establecimiento,total_trabajadores,total_hombres,total_mujeres,total_no_especificado,actividad_economica,motivo_convenio,modalidad_contrato,clase_contrato,monto_pago,estatus_expediente
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,"Comercio al por mayor de articulos de perfumeria, cosmeticos y joyeria",Pago de prestaciones,con contrato,individual,36971.22,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SANTA CATARINA,1,1,0,0,fabricacion de carton y cartoncillo a partir de pulpa,Despido,con contrato,individual,85000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,"Servicios de investigacion, proteccion y seguridad",Despido,con contrato,individual,50000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,0,1,0,Servicios de limpieza,Despido,con contrato,individual,55000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,"fabricacion de maquinaria y equipo para las industrias manufactureras, excepto la metalmecanica",Despido,con contrato,individual,5000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,construccion de obras de ingenieria civil,Despido,con contrato,individual,9000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,0,1,0,Otras industrias manufactureras,Despido,con contrato,individual,23896,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MIGUEL HIDALGO,1,1,0,0,reparacion y mantenimiento de aparatos electricos para el hogar y personales,Despido,con contrato,individual,5000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,construccion de obras de ingenieria civil,Despido,con contrato,individual,60000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,construccion de obras de ingenieria civil,Despido,con contrato,individual,60000.5,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SANTA CATARINA,1,1,0,0,Otras industrias manufactureras,Despido,con contrato,individual,58000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Farmacias con minisuper,Despido,con contrato,individual,40000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Comercio al por menor de abarrotes y alimentos,Despido,con contrato,individual,15000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,"Comercio al por mayor de articulos de perfumeria, cosmeticos y joyeria",Despido,con contrato,individual,20000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Comercio al por mayor de madera para la construccion y la industria,Despido,con contrato,individual,63000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",Despido,con contrato,individual,20000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SANTA CATARINA,1,1,0,0,Comercio al por mayor de articulos de perfumeria y cosmeticos,Rescision de la relacion de trabajo,con contrato,individual,22500.01,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Comercio al por mayor de abarrotes y alimentos,Despido,con contrato,individual,27000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,fabricacion de motores y generadores electricos,Despido,con contrato,individual,53000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,Servicios funerarios y administracion de cementerios,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,50000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios relacionados con la intermediacion bursatil,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,13999.36,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,1,0,0,Autotransporte de carga general,Despido,con contrato,individual,83029.85,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Servicios inmobiliarios,Despido,con contrato,individual,35000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,"Servicios de investigacion, proteccion y seguridad",Despido,con contrato,individual,25000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,"Servicios de fotocopiado, fax y afines",Despido,con contrato,individual,60000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,1,1,0,0,Servicios de reparacion y mantenimiento,Despido,con contrato,individual,30000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MARIN,1,0,1,0,Otras industrias manufactureras,Despido,con contrato,individual,13000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,1,0,0,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",Despido,con contrato,individual,50000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,0,1,0,"Comercio al por menor de semillas y granos alimenticios, especias y chiles secos",Despido,con contrato,individual,20000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Servicios de alojamiento temporal,Despido,con contrato,individual,15000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Despido,con contrato,individual,82000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,1,0,0,Trabajos especializados para la construccion,Pago de prestaciones,con contrato,individual,20479.4,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SANTA CATARINA,1,0,1,0,Restaurantes con servicio de preparacion de alimentos a la carta o de comida corrida,Despido,con contrato,individual,21070.04,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Despido,con contrato,individual,22000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,1,1,0,0,Autotransporte de carga general,Despido,con contrato,individual,16500,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,1,1,0,0,Autotransporte de carga,Despido,con contrato,individual,14500,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Tultitlan,1,1,0,0,Servicios de limpieza,Despido,con contrato,individual,12000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,1,0,0,Servicios inmobiliarios,Despido,con contrato,individual,12000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,0,1,0,Comercio al por mayor de pan y pasteles,Despido,con contrato,individual,25000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,0,1,0,Servicios veterinarios,Despido,con contrato,individual,53000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SANTA CATARINA,1,1,0,0,Comercio al por menor de pisos y recubrimientos ceramicos,Despido,con contrato,individual,25000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Servicios de limpieza,Despido,con contrato,individual,27000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,impresion e industrias conexas,Despido,con contrato,individual,40000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,1,0,1,0,Autotransporte de carga general,Despido,con contrato,individual,36401.4,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Comercio al por menor en minisupers,Despido,con contrato,individual,4000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Servicios de recepcion de llamadas telefonicas y promocion por telefono,Despido,con contrato,individual,37500,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,JUAREZ,1,1,0,0,Comercio al por menor de abarrotes y alimentos,Despido,con contrato,individual,25000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Despido,con contrato,individual,20000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MERIDA,1,1,0,0,Otros servicios personales,Despido,con contrato,individual,20000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,0,1,0,"Servicios profesionales, cientificos y tecnicos",Despido,con contrato,individual,15000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,"Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco",Despido,con contrato,individual,28000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,fabricacion de maquinaria y equipo para la industria metalmecanica,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,311000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Servicios de recepcion de llamadas telefonicas y promocion por telefono,Despido,con contrato,individual,38000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,Servicios de comedor para empresas e instituciones,Despido,con contrato,individual,14000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Comercio al por menor de automoviles y camionetas,Despido,con contrato,individual,50000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Otros servicios de apoyo a los negocios,Terminacion voluntaria de la relacion de trabajo,con contrato,individual,7083.33,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,0,1,0,Comercio al por menor en tiendas de autoservicio,Despido,con contrato,individual,16000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,1,0,1,0,fabricacion de otros productos metalicos,Despido,con contrato,individual,20000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Servicios de mensajeria y paqueteria,Despido,con contrato,individual,20000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SANTA CATARINA,1,1,0,0,Servicios de mensajeria y paqueteria,Despido,con contrato,individual,50000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,PESQUERIA,1,1,0,0,Comercio al por menor en tiendas de autoservicio,Despido,con contrato,individual,65000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",Despido,con contrato,individual,35000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Laboratorios medicos y de diagnostico del sector privado,Despido,con contrato,individual,18000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,0,1,0,fabricacion de maquinaria y equipo para la industria metalmecanica,Despido,con contrato,individual,6644.54,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,Servicios de instalacion y mantenimiento de areas verdes,Despido,con contrato,individual,15000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Comercio al por menor de gasolina y diesel,Despido,con contrato,individual,50000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,2,2,0,0,Autotransporte de carga general,Despido,con contrato,individual,10000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Otros servicios personales,Despido,con contrato,individual,13000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SANTA CATARINA,1,0,1,0,Comercio al por menor de electrodomesticos menores y aparatos de linea blanca,Despido,con contrato,individual,15000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,"Servicios de investigacion, proteccion y seguridad",Despido,con contrato,individual,12500,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,0,1,0,Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos,Despido,con contrato,individual,22000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,"Servicios de investigacion, proteccion y seguridad",Despido,con contrato,individual,10000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,1,0,1,0,Servicios de preparacion de alimentos y bebidas,Despido,con contrato,individual,14000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,1,1,0,0,Comercio al por menor de abarrotes y alimentos,Despido,con contrato,individual,90000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Servicios funerarios,Despido,con contrato,individual,22000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,1,0,1,0,Otros servicios de asistencia social,Despido,con contrato,individual,20000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Autotransporte de carga general,Despido,con contrato,individual,25000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTEMORELOS,1,1,0,0,Agencias de cobranza,Despido,con contrato,individual,26000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,1,0,0,Hogares con empleados domesticos,Despido,con contrato,individual,32500,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,1,0,0,Servicios de instalacion y mantenimiento de areas verdes,Despido,con contrato,individual,32500,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,1,0,0,Restaurantes con servicio de preparacion de alimentos a la carta o de comida corrida,Pago de prestaciones,con contrato,individual,10000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GARCIA,1,1,0,0,Servicios personales,Despido,con contrato,individual,30000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,0,1,0,Comercio al por mayor de maquinaria y equipo para la industria,Despido,con contrato,individual,2000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,fabricacion de otros productos de madera,Despido,con contrato,individual,12000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,1,0,1,0,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",Despido,con contrato,individual,5000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,1,0,0,Comercio al por menor en tiendas departamentales,Despido,con contrato,individual,93000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Comercio al por menor en supermercados,Despido,con contrato,individual,144851.61,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,construccion de obras de ingenieria civil,Despido,con contrato,individual,18000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,construccion de obras de ingenieria civil,Despido,con contrato,individual,15000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SANTA CATARINA,1,0,1,0,Instalaciones y equipamiento en construcciones,Despido,con contrato,individual,35000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,Servicios de instalacion y mantenimiento de areas verdes,Despido,con contrato,individual,130000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,0,1,0,Comercio al por mayor de pan y pasteles,Despido,con contrato,individual,8000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Comercio al por mayor de pan y pasteles,Despido,con contrato,individual,8000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,"Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco",Despido,con contrato,individual,30000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Comercio al por menor de abarrotes y alimentos,Despido,con contrato,individual,35000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,1,1,0,0,Comercio al por menor en supermercados,Despido,con contrato,individual,23000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,1,0,0,Servicios de mensajeria y paqueteria,Despido,con contrato,individual,30000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Apodaca,1,1,0,0,Otros trabajos especializados para la construccion,Despido,con contrato,individual,730962,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN NICOLAS DE LOS GARZA,1,1,0,0,"Servicios de investigacion, proteccion y seguridad",Despido,con contrato,individual,3000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Restaurantes con servicio de preparacion de alimentos a la carta o de comida corrida,Despido,con contrato,individual,15000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Cienega de Flores,1,1,0,0,Servicios de proteccion y custodia mediante el monitoreo de sistemas de seguridad,Despido_Pago de prestaciones,con contrato,individual,23000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,1,1,0,0,Montaje de estructuras de acero prefabricadas,Despido,con contrato,individual,55000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,SAN PEDRO GARZA GARCIA,1,1,0,0,Servicios de apoyo a los negocios,Despido,con contrato,individual,20000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,MONTERREY,1,1,0,0,Instalaciones y equipamiento en construcciones,Despido,con contrato,individual,27000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GENERAL ESCOBEDO,1,1,0,0,reparacion mecanica y electrica de automoviles y camiones,Despido,con contrato,individual,5000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,Cienega de Flores,1,1,0,0,Comercio al por mayor de combustibles de uso industrial,Despido,con contrato,individual,25000,con conciliacion 
enero ,2025,Nuevo Leon ,Monterrey,GUADALUPE,1,0,1,0,Comercio al por mayor de electrodomesticos menores y aparatos de linea blanca,Despido,con contrato,individual,150000,con conciliacion 
